,Board Number,Board Name,Board Type,School Number,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,Building Suite,P.O. Box,Street,Municipality,City,Province,Postal Code,Phone Number,Fax Number,School Website,Board Website,Enrolment,Latitude,Longitude,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Academic Mathematics,Change in Grade 9 Academic Mathematics Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Applied Mathematics,Change in Grade 9 Applied Mathematics Achievement Over Three Years,Percentage of Students That Passed the Grade 10 OSSLT on Their First Attempt,Change in Grade 10 OSSLT Literacy Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,"Percentage of Students Whose Parents Have No Degree, Diploma or Certificate",Extract Date,Year
1670,B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),927163,Rebecca Street Alternative Education Secondary School,Public,Not applicable,Secondary,English,9-12,,,225 King William Street,Hamilton,Hamilton,Ontario,L8R1B1,905-526-9337,,www.hwdsb.on.ca/kingwilliam,http://www.hwdsb.on.ca,65,43.25541,-79.8604,10,100,0,0,50,0,,,,N/D,,N/D,,N/R,,30,10,5-May-23,2020
1676,B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),939730,Saltfleet High School,Public,Not applicable,Secondary,English,9-12,,,108 Highland Road West,Hamilton,Stoney Creek,Ontario,L8J2T2,905-573-3000,905-573-2408,http://schools.hwdsb.on.ca/saltfleet/,http://www.hwdsb.on.ca,1075,43.18329,-79.7784,32,100,2,2,21,1,,,,83%,-3.0,47%,5.0,81%,8.0,12,4,5-May-23,2020
1678,B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),941328,Sherwood Secondary School,Public,Not applicable,Secondary,English,9-12,,,25 High Street,Hamilton,Hamilton,Ontario,L8T3Z4,905-383-3377,905-318-6561,http://schools.hwdsb.on.ca/sherwood/,http://www.hwdsb.on.ca,1225,43.22772,-79.8231,12,99,1,1,22,2,,,,86%,15.0,47%,12.0,64%,-2.0,17,6,5-May-23,2020
1679,B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),941719,Sir Allan MacNab Secondary School,Public,Not applicable,Secondary,English,9-12,,,145 Magnolia Drive,Hamilton,Hamilton,Ontario,L9C5P4,905-383-3337,905-574-6010,http://schools.hwdsb.on.ca/macnab/,http://www.hwdsb.on.ca,895,43.23163,-79.9228,22,100,3,3,33,0,,,,76%,-1.0,43%,2.0,60%,-4.0,19,9,5-May-23,2020
1682,B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),942448,Sir Winston Churchill Secondary School,Public,Not applicable,Secondary,English,9-12,,,1715 Main Street East,Hamilton,Hamilton,Ontario,L8H1E3,905-547-6415,905-549-6466,www.hwdsb.on.ca/sirwinstonchurchill/,http://www.hwdsb.on.ca,700,43.23756,-79.7951,11,100,1,1,33,1,,,,67%,16.0,34%,18.0,49%,-11.0,29,16,5-May-23,2020
1689,B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),918563,Turning Point Alternative Education School,Public,Alternative,Secondary,English,9-12,Rm J015,,135 Fennell   Mohawk College West Campus Avenue,Hamilton,Hamilton,Ontario,L9C0E5,905-527-2129,905-527-2132,www.hwdsb.on.ca/turningpoint/,http://www.hwdsb.on.ca,55,43.238596,-79.888228,10,100,0,0,30,0,,,,,,,,N/R,,20,10,5-May-23,2020
1693,B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),950653,Waterdown District High School,Public,Not applicable,Secondary,English,9-12,,,215 Parkside Drive,Hamilton,Waterdown,Ontario,L8B1B9,905-689-6692,905-689-3413,http://www.hwdsb.on.ca/waterdown,http://www.hwdsb.on.ca,1095,43.33407,-79.9109,9,99,1,1,20,2,,,,81%,-5.0,41%,-4.0,81%,-2.0,7,1,5-May-23,2020
1694,B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),951820,Westdale Secondary School,Public,Not applicable,Secondary,English,9-12,,,700 Main Street West,Hamilton,Hamilton,Ontario,L8S1A5,905-522-1387,905-521-0542,http://schools.hwdsb.on.ca/westdale/,http://www.hwdsb.on.ca,1500,43.25959,-79.901,32,99,7,6,19,8,,,,84%,5.0,41%,-5.0,84%,-2.0,21,9,5-May-23,2020
1695,B66141,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),952478,Westmount Secondary School,Public,Not applicable,Secondary,English,9-12,,,39 Montcalm Drive,Hamilton,Hamilton,Ontario,L9C4B1,905-385-5395,905-574-6020,http://schools.hwdsb.on.ca/westmount/,http://www.hwdsb.on.ca,1280,43.22708,-79.8956,36,100,1,2,9,9,,,,82%,-5.0,52%,4.0,88%,-1.0,15,7,5-May-23,2020
1703,B66222,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),893803,Bayside Secondary School,Public,Not applicable,Secondary,English,9-12,,,1247 Old Hwy 2,Belleville,Belleville,Ontario,K8N4Z2,613-966-2922,613-966-4565,http://bss.hpedsb.on.ca,http://www.hpedsb.on.ca,840,44.12567,-77.4776,2,99,0,0,22,0,,,,76%,-7.0,50%,-3.0,81%,0.0,11,6,5-May-23,2020
1707,B66222,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),899275,Centennial Secondary School,Public,Not applicable,Secondary,English,9-12,,,160 Palmer Rd,Belleville,Belleville,Ontario,K8P4E1,613-962-9233,613-962-9770,http://css.hpedsb.on.ca,http://www.hpedsb.on.ca,905,44.15707,-77.4057,3,100,1,0,30,0,,,,86%,11.0,48%,15.0,58%,-18.0,17,8,5-May-23,2020
1710,B66222,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),900478,Central Hastings School Secondary School,Public,Not applicable,Secondary,English,9-12,,,129 Elgin St,Madoc,Madoc,Ontario,K0K2K0,613-473-4251,613-473-4182,http://chss.hpedsb.on.ca,http://www.hpedsb.on.ca,455,44.50505,-77.468,0,100,0,0,30,0,,,,81%,-3.0,61%,11.0,69%,17.0,20,5,5-May-23,2020
1714,B66222,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),927252,Eastside Secondary School,Public,Not applicable,Secondary,English,9-12,,,275 Farley Ave,Belleville,Belleville,Ontario,K8N4M2,613-962-8668,613-962-4866,http://www.hpedsb.on.ca/mss,http://www.hpedsb.on.ca,895,44.17633,-77.3524,5,100,0,0,33,0,,,,85%,10.0,33%,0.0,60%,-2.0,15,7,5-May-23,2020
1725,B66222,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),929980,North Hastings High School,Public,Not applicable,Secondary,English,9-12,,,14 Monck St,Bancroft,Bancroft,Ontario,K0L1C0,613-332-1220,613-332-0978,http://nhhs.hpedsb.on.ca,http://www.hpedsb.on.ca,385,45.05814,-77.862,0,100,0,0,30,0,,,,66%,-2.0,22%,-14.0,80%,23.0,20,15,5-May-23,2020
1731,B66222,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),936618,Prince Edward Collegiate Institute,Public,Not applicable,Secondary,English,9-12,,,41 Barker Street,Prince Edward County,Picton,Ontario,K0K2T0,613-476-2196,613-476-1516,http://peci.hpedsb.on.ca,http://www.hpedsb.on.ca,475,44.0124,-77.1442,0,100,0,0,30,0,,,,73%,-1.0,33%,-3.0,63%,-6.0,15,0,5-May-23,2020
1741,B66222,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),948705,Trenton High School,Public,Not applicable,Secondary,English,9-12,,,15 Fourth Ave,Quinte West,Trenton,Ontario,K8V5N4,613-392-1227,613-392-7118,http://ths.hpedsb.on.ca,http://www.hpedsb.on.ca,460,44.09702,-77.5918,0,95,0,0,40,0,,,,59%,-9.0,35%,-13.0,58%,-6.0,20,15,5-May-23,2020
1754,B67016,Huron Perth CDSB,Cath Dist Sch Brd (E/F),771686,St Anne's Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,353 Ontario Street,Central Huron,Clinton,Ontario,N0M1L0,519-482-5454,519-482-5456,http://www.huronperthcatholic.ca/StAnnes/Pages/default.aspx,www.huronperthcatholic.ca,615,43.61378,-81.5288,2,99,0,1,24,0,,,,75%,4.0,53%,-5.0,67%,-17.0,8,6,5-May-23,2020
1762,B67016,Huron Perth CDSB,Cath Dist Sch Brd (E/F),832545,St Michael Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,240 Oakdale Ave,Stratford,Stratford,Ontario,N5A7W2,519-271-0890,519-271-8250,http://www.huronperthcatholic.ca/StMichael/Pages/default.aspx,www.huronperthcatholic.ca,795,43.38599,-80.9953,0,100,0,0,22,1,,,,83%,4.0,64%,20.0,79%,-3.0,7,5,5-May-23,2020
1765,B29025,Huron-Superior CDSB,Cath Dist Sch Brd (E/F),713996,Holy Angels Learning Centre,Catholic,Alternative,Secondary,English,9-12,,,102 Wellington St E,Sault Ste. Marie,Sault Ste Marie,Ontario,P6A2L2,705-945-5656,705-945-5589,www.hscdsb.on.ca,http://www.hscdsb.on.ca,60,46.5189,-84.3372,0,100,0,0,0,0,,,,,,,,N/R,,20,10,5-May-23,2020
1779,B29025,Huron-Superior CDSB,Cath Dist Sch Brd (E/F),776076,St Mary's College Separate School,Catholic,Not applicable,Secondary,English,9-12,,,868 Second Line,Sault Ste. Marie,Sault Ste Marie,Ontario,P6B4K4,705-945-5540,705-945-5561,http://www.hscdsb.on.ca/,http://www.hscdsb.on.ca,850,46.51822,-84.3353,4,100,2,2,22,0,,,,68%,-1.0,40%,12.0,80%,8.0,15,6,5-May-23,2020
1783,B15148,James Bay Lowlands SSB,Sec Sch Brd (Sch Auth),918598,Northern Lights Secondary School,Public,Not applicable,Secondary,English,9-12,,,1 Keewatin Dr,Moosonee,Moosonee,Ontario,P0L1Y0,705-336-2900,705-336-2190,http://www.nlss.on.ca/,jblssb.ca,210,51.28462,-80.624,0,100,5,0,35,0,,,,67%,37.0,30%,26.0,69%,63.0,15,20,5-May-23,2020
1785,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),890464,Adam Scott Collegiate and Vocational Institute,Public,Not applicable,Secondary,English,9-12,,,175 Langton St,Peterborough,Peterborough,Ontario,K9H6K3,705-743-7373,705-743-7831,http://adamscottcvi.kprdsb.ca/,http://www.kprschools.ca,755,44.32755,-78.3211,5,100,1,1,28,0,,,,76%,1.0,48%,10.0,84%,14.0,14,7,5-May-23,2020
1790,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),895539,Bowmanville High School,Public,Not applicable,Secondary,English,9-12,,,49 Liberty St N,Clarington,Bowmanville,Ontario,L1C2L8,905-623-4416,905-623-3269,http://bowmanvillehigh.kprdsb.ca/,http://www.kprschools.ca,820,43.91501,-78.68,4,99,1,1,25,0,,,,95%,9.0,54%,-4.0,73%,-4.0,8,3,5-May-23,2020
1796,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),898260,Campbellford District High School,Public,Not applicable,Secondary,English,9-12,,,119 Ranney St N,Trent Hills,Campbellford,Ontario,K0L1L0,705-653-3060,705-653-5632,http://campbellfordhigh.kprdsb.ca/,http://www.kprschools.ca,400,44.30884,-77.7912,0,100,0,0,30,0,,,,90%,17.0,52%,-9.0,72%,-3.0,15,5,5-May-23,2020
1798,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),899224,Centre for Individual Studies,Public,Adult,Secondary,English,9-12,,,140 High St,Clarington,Bowmanville,Ontario,L1C3C1,905-623-6505,905-623-6508,http://www.kprschools.ca/Schools/AlternativeEducation-CISLocations.html,http://www.kprschools.ca,225,43.92389,-78.6919,0,100,5,0,35,0,,,,,,,,N/D,,10,0,5-May-23,2020
1799,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),931273,Centre for Individual Studies Clarington,Public,Adult,Secondary,English,9-12,,,140 High Street,Clarington,Bowmanville,Ontario,L1C3C1,,,,http://www.kprschools.ca,,43.923887,-78.691927,,,,,,,,,,,,,,,,,,5-May-23,2020
1803,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),901687,Clarington Central Secondary School,Public,Not applicable,Secondary,English,9-12,,,200 Clarington Blvd,Clarington,Bowmanville,Ontario,L1C5N8,905-697-9857,905-697-0452,http://claringtoncentral.kprdsb.ca/,http://www.kprschools.ca,630,43.91312,-78.7095,4,100,1,1,28,0,,,,79%,0.0,26%,-27.0,76%,7.0,8,2,5-May-23,2020
1804,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),901512,Clarke High School,Public,Not applicable,Secondary,English,9-12,,,3425 Highway 35 115 Hwy,Clarington,Newcastle,Ontario,L1B0R7,905-987-4771,905-987-5593,http://clarke.kprdsb.ca/,http://www.kprschools.ca,115,43.94323,-78.6019,0,100,0,0,30,0,,,,88%,-1.0,33%,-29.0,87%,3.0,10,0,5-May-23,2020
1805,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),967836,Cobourg Collegiate Institute,Public,Not applicable,Secondary,English,9-12,,,335 King East St,Cobourg,Cobourg,Ontario,K9A1M2,905-372-2271,,http://cci.kprdsb.ca/,http://www.kprschools.ca,935,43.96219,-78.1522,3,100,2,2,26,1,,,,78%,7.0,53%,9.0,88%,10.0,12,1,5-May-23,2020
1809,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),903078,Courtice Secondary School,Public,Not applicable,Secondary,English,9-12,,,Nash Rd & Courtice Rd,Clarington,Courtice,Ontario,L1E2L8,905-436-2074,905-404-0530,http://courtice.kprdsb.ca/,http://www.kprschools.ca,645,43.91522,-78.7827,6,99,2,2,18,0,,,,91%,5.0,69%,-1.0,76%,-5.0,5,3,5-May-23,2020
1811,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),903337,Crestwood Secondary School,Public,Not applicable,Secondary,English,9-12,,,1885 Sherbrooke St,Cavan-Millbrook-North Monaghan,Peterborough,Ontario,K9J6X4,705-742-9221,705-740-1957,http://crestwood.kprdsb.ca/,http://www.kprschools.ca,565,44.28665,-78.3816,4,100,1,1,33,0,,,,91%,-2.0,44%,-5.0,66%,-8.0,9,1,5-May-23,2020
1818,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),906719,East Northumberland Secondary School,Public,Not applicable,Secondary,English,9-12,,,71 Dundas St,Brighton,Brighton,Ontario,K0K1H0,613-475-0540,613-475-3837,http://eastnorthumberland.kprdsb.ca/,http://www.kprschools.ca,700,44.0448,-77.7316,1,100,0,1,32,0,,,,74%,-14.0,55%,-4.0,68%,-3.0,9,4,5-May-23,2020
1834,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),919195,Kenner Collegiate and Vocational Institute,Public,Not applicable,Secondary,English,9-12,,,633 Monaghan Rd S,Peterborough,Peterborough,Ontario,K9J5J2,705-743-2181,705-749-6238,http://kenner.kprdsb.ca/,http://www.kprschools.ca,425,44.27874,-78.3268,10,100,0,0,40,5,,,,98%,14.0,48%,-7.0,73%,11.0,25,5,5-May-23,2020
1849,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),931543,Norwood District High School,Public,Not applicable,Secondary,English,9-12,,Box 70,44 Elm St,Asphodel-Norwood,Norwood,Ontario,K0L2V0,705-639-5332,705-639-1655,http://www.ndhs.ca/,http://www.kprschools.ca,235,44.38282,-77.9725,0,100,0,0,35,0,,,,68%,2.0,50%,8.0,60%,-10.0,15,10,5-May-23,2020
1855,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),935182,Peterborough Collegiate and Vocational School,Public,Not applicable,Secondary,English,9-12,,,201 McDonnel St,Peterborough,Peterborough,Ontario,K9H2W1,705-742-0425,705-742-2177,http://pace.kprdsb.ca/,http://www.kprschools.ca,240,44.30928,-78.322,0,100,0,0,5,0,,,,N/D,,N/R,,N/D,,25,10,5-May-23,2020
1857,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),936090,Port Hope High School,Public,Not applicable,Secondary,English,9-12,,,130 Highland Dr,Port Hope,Port Hope,Ontario,L1A2A3,905-885-6346,905-885-1782,http://porthopehigh.kprdsb.ca/,http://www.kprschools.ca,200,43.95749,-78.3094,5,100,0,0,40,0,,,,62%,-20.0,53%,3.0,69%,9.0,10,0,5-May-23,2020
1870,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),947563,Thomas A Stewart Secondary School,Public,Not applicable,Secondary,English,9-12,,,1009 Armour Rd,Peterborough,Peterborough,Ontario,K9H7H2,705-743-5230,705-749-9452,http://tass.kprdsb.ca/,http://www.kprschools.ca,860,44.33092,-78.3099,5,100,3,3,31,1,,,,82%,8.0,56%,16.0,74%,2.0,14,2,5-May-23,2020
1875,B28045,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),894230,Beaver Brae Secondary School,Public,Not applicable,Secondary,English,9-12,,,1400 Ninth St N,Kenora,Kenora,Ontario,P9N2T7,807-468-6401,807-468-3628,http://beaverbrae.kpdsb.on.ca/,,370,49.77547,-94.463,0,100,0,0,30,0,,,,60%,-21.0,47%,-3.0,62%,-5.0,10,10,5-May-23,2020
1878,B28045,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),902748,Crolancia Secondary School,Public,Not applicable,Secondary,English,9-12,,,1 Trudel Drive,Pickle Lake,Pickle Lake,Ontario,P0V3A0,807-928-2381,807-928-2220,http://crolancia.kpdsb.on.ca/,,SP,51.46618,-90.1949,SP,SP,SP,SP,SP,SP,,,,N/R,,N/R,,N/R,,SP,SP,5-May-23,2020
1879,B28045,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),905283,Dryden High School,Public,Not applicable,Secondary,English,9-12,,,79 Casimir Ave,Dryden,Dryden,Ontario,P8N2H4,807-223-2316,807-223-2380,http://dhseagles.kpdsb.on.ca/,,495,49.78045,-92.8336,0,95,0,0,25,0,,,,94%,21.0,62%,23.0,59%,-6.0,10,5,5-May-23,2020
1884,B28045,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),918113,Ignace Secondary School,Public,Not applicable,Secondary,English,9-12,,,194 Davy Lake Rd,Ignace,Ignace,Ontario,P0T1T0,807-934-2212,807-934-6475,http://ignaceschool.kpdsb.on.ca/,,SP,49.40956,-91.6611,SP,SP,SP,SP,SP,SP,,,,N/R,,N/R,,N/R,,SP,SP,5-May-23,2020
1890,B28045,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),937789,Red Lake District High School,Public,Not applicable,Secondary,English,9-12,,,60-C Highway 105,Red Lake,Red Lake,Ontario,P0V2M0,807-727-2092,807-727-3136,http://rldhs.kpdsb.on.ca/,,225,51.01412,-93.818,5,100,0,0,30,0,,,,45%,-32.0,N/R,,58%,-14.0,0,10,5-May-23,2020
1895,B28045,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),936871,Sioux North District High School,Public,Not applicable,Secondary,English,9-12,,,86 Third Ave,Sioux Lookout,Sioux Lookout,Ontario,P8T1A9,807-737-3500,807-737-1979,http://siouxnorth.kpdsb.on.ca/,,340,50.10945,-91.9115,5,100,0,0,25,0,,,,55%,-37.0,14%,-7.0,29%,-9.0,0,15,5-May-23,2020
1901,B29050,Kenora CDSB,Cath Dist Sch Brd (E/F),864471,St Thomas Aquinas High School,Catholic,Not applicable,Secondary,English,9-12,,,1 Poirier Dr,Kenora,Kenora,Ontario,P9N4G8,807-548-8282,807-548-1946,https://www.kcdsb.on.ca/schools/sta,http://www.kcdsb.on.ca,265,49.78385,-94.4592,0,100,0,0,20,0,,,,91%,-2.0,47%,9.0,66%,-8.0,10,0,5-May-23,2020
1915,B28061,Lakehead DSB,Pub Dist Sch Brd (E/F),915424,Hammarskjold High School,Public,Not applicable,Secondary,English,9-12,,,80 Clarkson St S,Thunder Bay,Thunder Bay,Ontario,P7B4W8,807-767-1631,807-767-0395,http://www.lakeheadschools.ca/hammarskjold/,http://www.lakeheadschools.ca,810,48.44287,-89.251,3,100,2,2,18,0,,,,85%,5.0,44%,17.0,78%,1.0,15,7,5-May-23,2020
1918,B28061,Lakehead DSB,Pub Dist Sch Brd (E/F),914410,Lakehead Alternative School,Public,Alternative,Secondary,English,9-12,,,333 N High Street,Thunder Bay,Thunder Bay,Ontario,P7A5S3,807-768-7284,,https://www.lakeheadschools.ca/secondary-overview/alternative-programs/,http://www.lakeheadschools.ca,SP,48.38323,-89.2698,SP,SP,SP,SP,SP,SP,,,,,,,,N/R,,SP,SP,5-May-23,2020
1925,B28061,Lakehead DSB,Pub Dist Sch Brd (E/F),950848,Superior Collegiate and Vocational Institute,Public,Not applicable,Secondary,English,9-12,,,333 High Street N,Thunder Bay,Thunder Bay,Ontario,P7A5S3,807-768-7284,,http://www.lakeheadschools.ca/superior,http://www.lakeheadschools.ca,690,48.44946,-89.2275,8,100,4,3,20,0,,,,92%,3.0,30%,-11.0,78%,-1.0,15,5,5-May-23,2020
1928,B28061,Lakehead DSB,Pub Dist Sch Brd (E/F),952087,Westgate Collegiate and Vocational Institute,Public,Vocational/Occupational,Secondary,English,9-12,,,707 James St S,Thunder Bay,Thunder Bay,Ontario,P7E2V9,807-577-4251,807-473-8223,http://westgate.lakeheadschools.ca/,http://www.lakeheadschools.ca,1030,48.37316,-89.2911,2,100,0,1,23,0,,,,70%,-1.0,57%,17.0,82%,-3.0,12,7,5-May-23,2020
1934,B66036,Lambton Kent DSB,Pub Dist Sch Brd (E/F),891274,Alexander Mackenzie Secondary School,Public,Vocational/Occupational,Secondary,English,9-12,,,1257 Michigan Ave,Sarnia,Sarnia,Ontario,N7S3Y3,519-542-5505,519-542-5294,http://amss.lkdsb.net/,http://www.lkdsb.net,370,42.99948,-82.3616,0,100,0,0,90,0,,,,N/D,,64%,21.0,20%,-14.0,20,0,5-May-23,2020
1935,B66036,Lambton Kent DSB,Pub Dist Sch Brd (E/F),895148,Blenheim District High School,Public,Not applicable,Secondary,English,9-12,,,163 Chatham St S,Chatham-Kent,Blenheim,Ontario,N0P1A0,519-676-5485,519-676-4919,https://www.lkdsb.net/school/bdhs/Pages/default.aspx,http://www.lkdsb.net,190,42.33356,-81.9922,0,100,0,0,35,0,,,,92%,16.0,50%,2.0,59%,-9.0,10,10,5-May-23,2020
1942,B66036,Lambton Kent DSB,Pub Dist Sch Brd (E/F),919322,Chatham-Kent Secondary School,Public,Not applicable,Secondary,English,9-12,,,285 McNaughton Ave E,Chatham-Kent,Chatham,Ontario,N7L2G7,519-352-2870,519-352-2908,http://ckss.lkdsb.net/,http://www.lkdsb.net,1005,42.42163,-82.1913,6,100,3,3,20,1,,,,79%,2.0,42%,9.0,81%,0.0,16,7,5-May-23,2020
1951,B66036,Lambton Kent DSB,Pub Dist Sch Brd (E/F),890861,Great Lakes Secondary School,Public,Not applicable,Secondary,English,9-12,,,275 Wellington Street,Sarnia,Sarnia,Ontario,N7T1H1,519-336-6131,519-336-0220,http://glss.lkdsb.net,http://www.lkdsb.net,700,42.9682,-82.4013,3,100,2,1,25,1,,,,64%,-6.0,33%,-9.0,69%,-1.0,21,6,5-May-23,2020
1958,B66036,Lambton Kent DSB,Pub Dist Sch Brd (E/F),918938,John McGregor Secondary School,Public,Not applicable,Secondary,English,9-12,,,300 Cecile Ave,Chatham-Kent,Chatham,Ontario,N7M2C6,519-354-1740,519-354-2947,http://jmss.lkdsb.net/,http://www.lkdsb.net,540,42.38295,-82.1742,3,100,1,1,46,1,,,,63%,-11.0,48%,-9.0,74%,0.0,19,7,5-May-23,2020
1964,B66036,Lambton Kent DSB,Pub Dist Sch Brd (E/F),921408,Lambton Central Collegiate and Vocational Institute,Public,Not applicable,Secondary,English,9-12,,,4141 Dufferin Ave,Petrolia,Petrolia,Ontario,N0N1R0,519-882-1910,519-882-1860,http://lccvi.lkdsb.net/,http://www.lkdsb.net,700,42.87854,-82.1508,2,100,0,1,19,2,,,,82%,-7.0,44%,-11.0,78%,-4.0,9,2,5-May-23,2020
1965,B66036,Lambton Kent DSB,Pub Dist Sch Brd (E/F),921530,Lambton Kent Composite School,Public,Not applicable,Secondary,English,9-12,,,231 St George St N,Chatham-Kent,Dresden,Ontario,N0P1M0,519-683-4475,519-683-2699,http://lkcs.lkdsb.net/,http://www.lkdsb.net,230,42.59583,-82.1779,0,100,0,0,30,0,,,,64%,-23.0,12%,-30.0,78%,6.0,10,15,5-May-23,2020
1967,B66036,Lambton Kent DSB,Pub Dist Sch Brd (E/F),SC6102,Lambton Kent Virtual Secondary School,Public,Not applicable,Secondary,English,9-12,,,,,,,,,,,http://www.lkdsb.net,,,,,,,,,,,,,,,,,,,,,5-May-23,2020
1974,B66036,Lambton Kent DSB,Pub Dist Sch Brd (E/F),910228,North Lambton Secondary School,Public,Not applicable,Secondary,English,9-12,,,15-19 George St,Lambton Shores,Forest,Ontario,N0N1J0,519-768-2166,519-786-5250,http://nlss.lkdsb.net/,http://www.lkdsb.net,455,43.09386,-82.0033,0,100,0,0,20,0,,,,63%,-8.0,26%,-17.0,74%,-9.0,10,0,5-May-23,2020
1975,B66036,Lambton Kent DSB,Pub Dist Sch Brd (E/F),930636,Northern Collegiate Institute and Vocational School,Public,Vocational/Occupational,Secondary,English,9-12,,,940 Michigan Ave,Sarnia,Sarnia,Ontario,N7S2B1,519-542-5545,519-542-0571,http://northern.lkdsb.net/,http://www.lkdsb.net,995,42.99897,-82.3742,6,100,2,1,21,2,,,,78%,-10.0,47%,-9.0,86%,-6.0,9,2,5-May-23,2020
1982,B66036,Lambton Kent DSB,Pub Dist Sch Brd (E/F),938696,Ridgetown District High School,Public,Not applicable,Secondary,English,9-12,,,9 Harold St N,Chatham-Kent,Ridgetown,Ontario,N0P2C0,519-674-5449,519-674-5171,http://rdhs.lkdsb.net,http://www.lkdsb.net,115,42.44467,-81.882,0,100,0,0,25,0,,,,70%,-30.0,33%,-5.0,67%,3.0,10,10,5-May-23,2020
1989,B66036,Lambton Kent DSB,Pub Dist Sch Brd (E/F),948446,Tilbury District High School,Public,Not applicable,Secondary,English,9-12,,,97 Queen St S,Chatham-Kent,Tilbury,Ontario,N0P2L0,519-682-0751,519-682-0758,http://tdhs.lkdsb.net/,http://www.lkdsb.net,375,42.25212,-82.4335,45,100,0,0,20,0,,,,61%,-7.0,31%,-12.0,60%,4.0,10,25,5-May-23,2020
1993,B66036,Lambton Kent DSB,Pub Dist Sch Brd (E/F),950521,Wallaceburg District Secondary School,Public,Not applicable,Secondary,English,9-12,,,920 Elgin St,Chatham-Kent,Wallaceburg,Ontario,N8A3E1,519-627-3368,519-627-3833,http://wdss.lkdsb.net,http://www.lkdsb.net,485,42.59635,-82.3911,0,100,0,0,30,0,,,,77%,9.0,29%,-11.0,57%,-7.0,20,10,5-May-23,2020
2001,B66206,Limestone DSB,Pub Dist Sch Brd (E/F),945437,Bayridge Learning Centre,Public,Alternative,Secondary,English,9-12,,,4075 Bath Road,Kingston,Kingston,Ontario,K7M4Y6,,,,http://www.limestone.on.ca,70,44.241645,-76.611681,0,100,0,0,20,0,,,,,,,,,,10,10,5-May-23,2020
